username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BogusSemantics;2016-05-05 07:59;0;0;"Look bored shitless - All from Central Casting I reckon - @Zac_Goldsmith https:// twitter.com/ChrisVinante/s tatus/724659242272206848 …";;@Zac_Goldsmith;;"728011306314412036";https://twitter.com/BogusSemantics/status/728011306314412036
_Ginnungagap;2016-05-05 07:59;0;1;"@SirThundertwat @str33tspirit @bryanadams @LouiseMensch @ZacGoldsmith You don't live in 1930s Germany you know...";;@SirThundertwat @str33tspirit @bryanadams @LouiseMensch @ZacGoldsmith;;"728011250567946240";https://twitter.com/_Ginnungagap/status/728011250567946240
thegreatkellino;2016-05-05 07:56;0;0;"Ken Livingstone, Zac Goldsmith . Sad! http:// fb.me/7hYR273Tz";;;;"728010561548656640";https://twitter.com/thegreatkellino/status/728010561548656640
screaminkid;2016-05-05 07:56;0;0;"Tories always plumb new depths of scumbaggery&depravity! Busy wiping out Labour 's electorate numbers4 2020! @Markfergusonuk @ZacGoldsmith";;@Markfergusonuk @ZacGoldsmith;;"728010524416315393";https://twitter.com/screaminkid/status/728010524416315393
BogusSemantics;2016-05-05 07:55;0;0;"RT @LondonEvening RT @ZacGoldsmith Brilliant! https:// twitter.com/WillBlackWrite r/status/727904250941067264 …";;@LondonEvening @ZacGoldsmith;;"728010295877226496";https://twitter.com/BogusSemantics/status/728010295877226496
Hephaestus7;2016-05-05 07:55;0;0;"Zac Goldsmith : the Time Out interview http://www. timeout.com/london/blog/za c-goldsmith-the-time-out-interview-050416 …";;;;"728010222820839424";https://twitter.com/Hephaestus7/status/728010222820839424
royalman2016;2016-05-05 07:54;0;0;"Vote for the right to the new mayor of London zac goldsmith";;;;"728010059125542912";https://twitter.com/royalman2016/status/728010059125542912
harrisandco_nw6;2016-05-05 07:54;0;0;"Who is Zac Goldsmith , what is his manifesto and should I vote for him in the London Mayoral Election?: He als... http:// binged.it/1NXAdEI";;;;"728010031262662656";https://twitter.com/harrisandco_nw6/status/728010031262662656
reflexionismo;2016-05-05 07:48;0;0;"@spectator @afneil Whoever approved this article must be as embarrassed as @ZacGoldsmith pic.twitter.com/HaV4oA5IP9";;@spectator @afneil @ZacGoldsmith;;"728008545912893440";https://twitter.com/reflexionismo/status/728008545912893440
NormyHolder;2016-05-05 07:48;0;0;"“I am surprised and disappointed. Zac Goldsmith is somebody I always assumed was a sort of liberal Tory..He is diminished in my view.”";;;;"728008410030084096";https://twitter.com/NormyHolder/status/728008410030084096
hazmacca;2016-05-05 07:48;0;1;"Please don't vote for @ZacGoldsmith tomorrow. It's really important. The politics of smear, fear and general cuntary can't win X";;@ZacGoldsmith;;"728008359157313536";https://twitter.com/hazmacca/status/728008359157313536
Sod_pot;2016-05-05 07:47;0;0;"RT @OwenJones84 : As @ZacGoldsmith sinks further into the gutter, please share my video exposing his vile campaign: https://www. youtube.com/watch?v=2KBpBk kbpjs&feature=youtu.be&list=PLTYmWuFco1_1xD06DoY0BRnOX8mwBv0Vb …";;@OwenJones84 @ZacGoldsmith;;"728008120308486144";https://twitter.com/Sod_pot/status/728008120308486144
JamesDyer13;2016-05-05 07:45;1;1;"@Redpeter99 @PSW101 That disgusting image makes me want to vote for @ZacGoldsmith , but maybe I could cook 1 really HOT sausage, you slag!";;@Redpeter99 @PSW101 @ZacGoldsmith;;"728007727402893312";https://twitter.com/JamesDyer13/status/728007727402893312
RodMorrison12;2016-05-05 07:45;0;0;"@ZacGoldsmith I'm surprised you haven't tried to claim that black cabs are terrorist sympathisers. #BackZacAndCrack";;@ZacGoldsmith;#BackZacAndCrack;"728007716870991873";https://twitter.com/RodMorrison12/status/728007716870991873
IamThePOND;2016-05-05 07:45;0;0;"@ZacGoldsmith Also most people are moderates who don't swing that far right or left so would like a non Tory Mayor for balance.";;@ZacGoldsmith;;"728007673975848961";https://twitter.com/IamThePOND/status/728007673975848961
Aaronk28;2016-05-05 07:45;1;0;"I think @ZacGoldsmith would make a fantastic #LondonMayor2016 and is exactly what this city needs. #BackZac2016";;@ZacGoldsmith;#LondonMayor2016 #BackZac2016;"728007667944439810";https://twitter.com/Aaronk28/status/728007667944439810
BogusSemantics;2016-05-05 07:45;0;0;"RT @DailyMail @TheSun @Jeremy_Hunt #NHS #TTIP #ToryElectionFraud #BBCNews #David_Cameron @Theresa_May @Zac_Goldsmith https:// twitter.com/MikeInBrixton/ status/723197846548262912 …";;@DailyMail @TheSun @Jeremy_Hunt @Theresa_May @Zac_Goldsmith;#NHS #TTIP #ToryElectionFraud #BBCNews #David_Cameron;"728007589938798592";https://twitter.com/BogusSemantics/status/728007589938798592
rachelmakes_;2016-05-05 07:45;0;0;"Why should I vote for him? Zac Goldsmith says he’ll continue Boris Johnson’s work as Mayor and keep taxes low. LOL http://www. telegraph.co.uk/news/2016/05/0 3/when-is-the-london-mayoral-election-should-i-vote-for-sadiq-khan/ …";;;;"728007559441944576";https://twitter.com/rachelmakes_/status/728007559441944576
annasabetian;2016-05-05 07:44;0;0;"Best of luck to @ZacGoldsmith and all #Conservative candidates for tomorrow. #VoteConservative #BackZac2016 #VoteZac #LondonMayor2016";;@ZacGoldsmith;#Conservative #VoteConservative #BackZac2016 #VoteZac #LondonMayor2016;"728007461865672704";https://twitter.com/annasabetian/status/728007461865672704
Madincroydon;2016-05-05 07:43;0;1;"@InsideCroydon @Londonist @rmholdsworth That's odd, I thought the Mail wrote all the Tory election info, not just for @ZacGoldsmith";;@InsideCroydon @Londonist @rmholdsworth @ZacGoldsmith;;"728007266809548800";https://twitter.com/Madincroydon/status/728007266809548800
derekrocholl;2016-05-05 07:43;2;0;"Is @standardnews covering this story or are they waiting until Friday to ask @BarnetandCamden and @ZacGoldsmith ? https:// twitter.com/Barneteye/stat us/727986106931814400 …";;@standardnews @BarnetandCamden @ZacGoldsmith;;"728007258035081216";https://twitter.com/derekrocholl/status/728007258035081216
BogusSemantics;2016-05-05 07:42;0;0;"@David_Cameron @Zac_Goldsmith @Jeremy_Hunt @NHS #ToryElectionFraud @Theresa_May #HSBC #TTIP #BBCNews #EU https:// twitter.com/nigel2john/sta tus/727999698984914944 …";;@David_Cameron @Zac_Goldsmith @Jeremy_Hunt @NHS @Theresa_May;#ToryElectionFraud #HSBC #TTIP #BBCNews #EU;"728006974084927488";https://twitter.com/BogusSemantics/status/728006974084927488
_gajarvis;2016-05-05 07:42;0;0;"@infostonecot @suttonguardian @ZacGoldsmith @SuttonTories Boris Johnson encouraging London Mayoral campaigners. pic.twitter.com/hu8KUgSXDf";;@infostonecot @suttonguardian @ZacGoldsmith @SuttonTories;;"728006915171733508";https://twitter.com/_gajarvis/status/728006915171733508
IamThePOND;2016-05-05 07:42;0;0;"@ZacGoldsmith That if we don't elect the governments puppet of choice they will penalise and obstruct the democratically elected mayor?";;@ZacGoldsmith;;"728006900990742528";https://twitter.com/IamThePOND/status/728006900990742528
IamThePOND;2016-05-05 07:40;0;0;"@ZacGoldsmith Doesn't this basically just mean the government is threatening to not respect London's voters?";;@ZacGoldsmith;;"728006489324048386";https://twitter.com/IamThePOND/status/728006489324048386
Cllr_Mukesh;2016-05-05 07:38;0;0;"Tory Zac Goldsmith 's campaign van caught in a disabled parking space http://www. mirror.co.uk/news/uk-news/t ory-zac-goldsmiths-campaign-van-7887819#ICID=sharebar_twitter …";;;#ICID;"728006026423865344";https://twitter.com/Cllr_Mukesh/status/728006026423865344
joegrayy_;2016-05-05 07:37;0;2;"Is zac goldsmith gets elected I propose Birmingham become the Capitol";;;;"728005767035551748";https://twitter.com/joegrayy_/status/728005767035551748
philewis;2016-05-05 07:37;1;0;"Retweeted Mr Roger Quimbly ( @RogerQuimbly ): If Zac Goldsmith replaces Boris Johnson, it'll be the world's first... http:// fb.me/30Y0flqRb";;@RogerQuimbly;;"728005759695392768";https://twitter.com/philewis/status/728005759695392768
thelastskeptik;2016-05-05 07:37;1;5;"make sure you vote tomorrow. just don't vote for zac goldsmith . go hit your head against a brick wall instead of doing that.";;;;"728005581815091200";https://twitter.com/thelastskeptik/status/728005581815091200
Jackkendrick_;2016-05-05 07:36;0;0;"@ZacGoldsmith you have my support";;@ZacGoldsmith;;"728005312138100737";https://twitter.com/Jackkendrick_/status/728005312138100737
mistriiii;2016-05-05 07:36;0;0;"Oh yeah Zac Goldsmith is the Croydon Cat Killer";;;;"728005286024380417";https://twitter.com/mistriiii/status/728005286024380417
de_pfeffel;2016-05-05 07:35;0;0;"@BorisJohnson @ZacGoldsmith Pathetic campaign and poor candidate, and I'm one of YOUR lot ffs";;@BorisJohnson @ZacGoldsmith;;"728005063260680192";https://twitter.com/de_pfeffel/status/728005063260680192
UKnewsdaily;2016-05-05 07:35;1;0;"London mayoral candidate Zac Goldsmith criticised for 'Leicester piggybacking' - BBC News http:// dlvr.it/LDXXs4";;;;"728005061935173632";https://twitter.com/UKnewsdaily/status/728005061935173632
Nicky_Luke_Ross;2016-05-05 07:33;0;0;"My London mates, about 5 of them, will not vote for Zac Goldsmith tomorrow, Thats why there me mates. x";;;;"728004636662218753";https://twitter.com/Nicky_Luke_Ross/status/728004636662218753
EthicalMr;2016-05-05 07:33;0;0;"@jameskirkup @TomLondon6 Does Tories anti-Islamicism crisis weaken Zac Goldsmith ?";;@jameskirkup @TomLondon6;;"728004624398069760";https://twitter.com/EthicalMr/status/728004624398069760
atifgujjar302;2016-05-05 07:32;0;1;"#VoteforZac Bec Great @SHKMEP Belongs to Conservative @ZacGoldsmith #BackZac2016 pic.twitter.com/u3olBMM47B";;@SHKMEP @ZacGoldsmith;#VoteforZac #BackZac2016;"728004378934808576";https://twitter.com/atifgujjar302/status/728004378934808576
danyouvoldemort;2016-05-05 07:31;0;0;"Owen Jones's video on Zac Goldsmith highlights everything wrong with not just his mayoral campaign, but with society and anti-Islamic views";;;;"728004171555811328";https://twitter.com/danyouvoldemort/status/728004171555811328
A_Tsatiashvili;2016-05-05 07:31;5;2;"Only a Conservative Mayor can continue Boris Johnson's good work. So, back Zac Goldsmith for London's next Mayor tomorrow! #BackZac2016";;;#BackZac2016;"728004124508360706";https://twitter.com/A_Tsatiashvili/status/728004124508360706
careyyyy;2016-05-05 07:30;0;0;"Dirty election campaign from Zac Goldsmith . . . . . . https:// twitter.com/OwenJones84/st atus/726731002765279233 …";;;;"728003917188112384";https://twitter.com/careyyyy/status/728003917188112384
ZahidSharUK;2016-05-05 07:28;0;0;"Is Zac Goldsmith 's campaign offensive? I voted YES in the @DailyMirror poll! Have your say: http://www. mirror.co.uk/news/uk-news/s adiq-khan-soaring-ahead-zac-7893216 …";;@DailyMirror;;"728003304987430912";https://twitter.com/ZahidSharUK/status/728003304987430912
aguermantes;2016-05-05 07:27;0;0;"@jdenicholls I would vote for Zac Goldsmith . He cares about environment and he would represent London well towards the rest of the world.";;@jdenicholls;;"728003161080926210";https://twitter.com/aguermantes/status/728003161080926210
recompenz;2016-05-05 07:27;0;0;"Zac Goldsmith takes to the streets in a 24-hour push to win the London Mayor crown: The race to become London... http:// bit.ly/24saFY3";;;;"728003038003142656";https://twitter.com/recompenz/status/728003038003142656
no1whisky;2016-05-05 07:27;0;1;"End of The New Day which is a shame. Also end of Zac Goldsmith 's political career too which isn't a shame. Racist campaign=tarnished goods.";;;;"728003027215499264";https://twitter.com/no1whisky/status/728003027215499264
MichaelRogerz;2016-05-05 07:21;0;1;"A very poor conservative campaign for London Mayoral candidate Zac Goldsmith . Good luck to remaining candidates.";;;;"728001751371132928";https://twitter.com/MichaelRogerz/status/728001751371132928
Iwantmytrain;2016-05-05 07:21;0;0;"Zac Goldsmith mocked for delivering milk in London: the only three tweets you need to read http://www. thepoke.co.uk/2016/05/04/zac -goldsmith-milky-mockery/#.VyqEC1nLaOE.twitter …";;;#;"728001744492503040";https://twitter.com/Iwantmytrain/status/728001744492503040
MuradQureshiLDN;2016-05-05 07:20;0;1;"@AJogee @CalumSPlath @ZacGoldsmith He' just a poor Surrey boy who doesn't know how to drink from a pint glass";;@AJogee @CalumSPlath @ZacGoldsmith;;"728001417483538432";https://twitter.com/MuradQureshiLDN/status/728001417483538432
SaveCamdenfrHS2;2016-05-05 07:20;2;2;"A vote for @ZacGoldsmith is a vote FOR #HS2 #Camden #Euston #PrimroseHill #mayoralelection http:// onthehill.info/the-x-factor-l …";;@ZacGoldsmith;#HS2 #Camden #Euston #PrimroseHill #mayoralelection;"728001316103065600";https://twitter.com/SaveCamdenfrHS2/status/728001316103065600
fahdaliasif;2016-05-05 07:19;0;0;"Will turnout be enough to save #zacgoldsmith ? @Adam_Ludlow looks at the numbers on @TheStaggers #LondonMayor2016 http://www. newstatesman.com/politics/stagg ers/2016/05/low-turnout-may-not-be-enough-save-zac-goldsmith …";;@Adam_Ludlow @TheStaggers;#zacgoldsmith #LondonMayor2016;"728001042957381632";https://twitter.com/fahdaliasif/status/728001042957381632
T4XI2016;2016-05-05 07:18;0;0;"@eastisthebeast @BassCabMan @TfL @MayorofLondon @ZacGoldsmith";;@eastisthebeast @BassCabMan @TfL @MayorofLondon @ZacGoldsmith;;"728000932940779520";https://twitter.com/T4XI2016/status/728000932940779520
T4XI2016;2016-05-05 07:16;0;0;"@ZacGoldsmith you're a hypocrite, when you needed to get somewhere In a hurry you used Londons finest yet you'd shit all over us afterwards.";;@ZacGoldsmith;;"728000421197959168";https://twitter.com/T4XI2016/status/728000421197959168
alex_oloya;2016-05-05 07:16;0;0;"@ZacGoldsmith @BackZacPress #CCHQ . #BackZac2016";;@ZacGoldsmith @BackZacPress;#CCHQ #BackZac2016;"728000356320415748";https://twitter.com/alex_oloya/status/728000356320415748
T4XI2016;2016-05-05 07:15;0;1;"@ZacGoldsmith I picked you up from bbc to lbc, supposed to do the return journey but I was so disgusted with myself I cancelled the job.";;@ZacGoldsmith;;"728000104586727426";https://twitter.com/T4XI2016/status/728000104586727426
mauriceyap;2016-05-05 07:15;0;0;"CORRECTION: If @ZacGoldsmith wins #LondonMayor2016 tomorrow, I will sit Monday's Hardware exam in nothing but my boxers.";;@ZacGoldsmith;#LondonMayor2016;"728000025951932417";https://twitter.com/mauriceyap/status/728000025951932417
zeno001;2016-05-05 07:14;0;0;". @Flashmaggie When there's even the slightest chance that a Tory could gain an iota of power, I'll not be spoiling my vote. cc @ZacGoldsmith";;@Flashmaggie @ZacGoldsmith;;"727999984323432448";https://twitter.com/zeno001/status/727999984323432448
maxatkinson;2016-05-05 07:14;0;0;"@OwenJones84 @ZacGoldsmith <Some of us are old enough to remember that ZG's dad tried to close down Private Eye - i.e. attacked free speech.";;@OwenJones84 @ZacGoldsmith;;"727999913213231104";https://twitter.com/maxatkinson/status/727999913213231104
mauriceyap;2016-05-05 07:14;0;0;"@PaulSonOfLars @ZacGoldsmith yes, I will change my declaration";;@PaulSonOfLars @ZacGoldsmith;;"727999869361782784";https://twitter.com/mauriceyap/status/727999869361782784
habibahamid;2016-05-05 07:14;0;3;". @ZacGoldsmith as a Tory Muslim, am dismayed at the campaign you've run. Your nephews are as immune as we are from the bigotry @borisjohnson";;@ZacGoldsmith @borisjohnson;;"727999863137382400";https://twitter.com/habibahamid/status/727999863137382400
T4XI2016;2016-05-05 07:14;0;0;"@ZacGoldsmith level the playing field? What exactly do you mean by that? Drop a massive fucking uber bombshell to "level" things out yes??";;@ZacGoldsmith;;"727999830925135872";https://twitter.com/T4XI2016/status/727999830925135872
GrahamBoyle2;2016-05-05 07:13;0;0;"@David_Cameron @ZacGoldsmith interesting name!!!";;@David_Cameron @ZacGoldsmith;;"727999642030489600";https://twitter.com/GrahamBoyle2/status/727999642030489600
PaulSonOfLars;2016-05-05 07:11;0;0;"@mauriceyap @ZacGoldsmith is that an agreement to reconsider your declaration?";;@mauriceyap @ZacGoldsmith;;"727999215721426944";https://twitter.com/PaulSonOfLars/status/727999215721426944
N1_Angel;2016-05-05 07:10;0;1;"@SEMITEGO vote for Zac Goldsmith & you get a man who probably still has a nanny.";;@SEMITEGO;;"727998943708233728";https://twitter.com/N1_Angel/status/727998943708233728
mauriceyap;2016-05-05 07:10;0;0;"@PaulSonOfLars @ZacGoldsmith fair";;@PaulSonOfLars @ZacGoldsmith;;"727998908287291392";https://twitter.com/mauriceyap/status/727998908287291392
Khyberman;2016-05-05 07:09;1;0;"Odd how @MontyPanesar 's tweet supporting @ZacGoldsmith is getting abuse from everyone but the people Zac is said to have 'offended'.";;@MontyPanesar @ZacGoldsmith;;"727998495727177728";https://twitter.com/Khyberman/status/727998495727177728
PaulSonOfLars;2016-05-05 07:08;0;0;"@mauriceyap @ZacGoldsmith sitting the exam in your boxers is easy enough. Sitting it in nothing BUT your boxers is something else.";;@mauriceyap @ZacGoldsmith;;"727998456745369601";https://twitter.com/PaulSonOfLars/status/727998456745369601
N1_Angel;2016-05-05 07:08;0;1;"Is Zac Goldsmith 's campaign offensive? I voted YES in the @DailyMirror poll! Have your say: http://www. mirror.co.uk/news/uk-news/s adiq-khan-soaring-ahead-zac-7893216 …";;@DailyMirror;;"727998386276847616";https://twitter.com/N1_Angel/status/727998386276847616
T4XI2016;2016-05-05 07:08;0;0;"@xeccar @richard75941061 @Reprobatemum @ZacGoldsmith I really hope you catch a bad cancer!";;@xeccar @richard75941061 @Reprobatemum @ZacGoldsmith;;"727998308501827584";https://twitter.com/T4XI2016/status/727998308501827584
izzy_stuart;2016-05-05 07:07;86;73;"This needs to get out, absolutely unbelievable, vote for hope not fear! Please don't vote for Zac Goldsmith tomorrow https:// twitter.com/owenjones84/st atus/726731002765279233 …";;;;"727998209558249473";https://twitter.com/izzy_stuart/status/727998209558249473
basel_mahmood;2016-05-05 07:07;0;0;"@Wassif_rehman i wanna vote for zac goldsmith but i got exam tomorrow too lol";;@Wassif_rehman;;"727998096010022912";https://twitter.com/basel_mahmood/status/727998096010022912
olu_dan;2016-05-05 07:07;0;0;"@ZacGoldsmith @LBC @thetimes @MayorofLondon pls Let support the right candidate. Goldsmith. Vote for Zac";;@ZacGoldsmith @LBC @thetimes @MayorofLondon;;"727997988841390080";https://twitter.com/olu_dan/status/727997988841390080
SAXONMediaProd;2016-05-05 07:06;0;0;"#Tory #ZacGoldsmith 's campaign van caught in a disabled parking space http:// ln.is/www.mirror.co. uk/new/xUV7h …";;;#Tory #ZacGoldsmith;"727997944759255040";https://twitter.com/SAXONMediaProd/status/727997944759255040
Michael8138;2016-05-05 07:06;0;0;"@ZacGoldsmith @BorisJohnson Two cheeks of the same arse.";;@ZacGoldsmith @BorisJohnson;;"727997791738470400";https://twitter.com/Michael8138/status/727997791738470400
T4XI2016;2016-05-05 07:06;0;0;"@ZacGoldsmith shitting his knickers, picked a right pair of "fighters" to share a breakfast with, makes me fucking sick, #cumguzzlers";;@ZacGoldsmith;#cumguzzlers;"727997750831370240";https://twitter.com/T4XI2016/status/727997750831370240
MurtazaGeoNews;2016-05-05 07:05;11;14;"Is Zac Goldsmith 's campaign offensive? I voted YES in the @DailyMirror poll! Have your say: http://www. mirror.co.uk/news/uk-news/s adiq-khan-soaring-ahead-zac-7893216 …";;@DailyMirror;;"727997656371466240";https://twitter.com/MurtazaGeoNews/status/727997656371466240
joojobscom;2016-05-05 07:05;0;0;"#jobs #jobsearch #London #When did you last have a midnight kebab? Zac Goldsmith takes to the streets in a de... http:// bit.ly/24s74cm";;;#jobs #jobsearch #London #When;"727997602642329601";https://twitter.com/joojobscom/status/727997602642329601
suzyhannon;2016-05-05 07:05;3;4;"Just a few things that make Zac Goldsmith a prick (not to mention his racist/xenophobic campaign) pic.twitter.com/e3pUX12Vdn";;;;"727997591733047296";https://twitter.com/suzyhannon/status/727997591733047296
alex_oloya;2016-05-05 07:05;0;0;"@alex_oloya @ZacGoldsmith @BackZacPress";;@alex_oloya @ZacGoldsmith @BackZacPress;;"727997547801923584";https://twitter.com/alex_oloya/status/727997547801923584
N1_Angel;2016-05-05 07:04;0;0;"@ZacGoldsmith will you you be accompanied by your nanny?";;@ZacGoldsmith;;"727997272194191360";https://twitter.com/N1_Angel/status/727997272194191360
mauriceyap;2016-05-05 07:03;0;2;"If @ZacGoldsmith wins #LondonMayor2016 tomorrow, I will sit Monday's Hardware exam in my boxers.";;@ZacGoldsmith;#LondonMayor2016;"727997063074598912";https://twitter.com/mauriceyap/status/727997063074598912
ReportUK;2016-05-05 07:01;1;1;"Zac Goldsmith spent his morning delivering milk in Kensington #D4 http:// goo.gl/uqqKsb pic.twitter.com/VD3DtaVZI9";;;#D4;"727996568557719552";https://twitter.com/ReportUK/status/727996568557719552
almostblom;2016-05-05 07:01;0;0;"" Zac Goldsmith just compared himself to Leicester City FC and the internet isn't having any of it" http://www. citymetric.com/politics/zac-g oldsmith-just-compared-himself-leicester-city-fc-and-internet-isnt-having-any-it-2048 …";;;;"727996557455446017";https://twitter.com/almostblom/status/727996557455446017
tavole;2016-05-05 06:59;0;0;"@ZacGoldsmith a man who's had everything delivered on a golden plate throughout his wasteful life, his campaign tinged & lazy @CalumSPlath !";;@ZacGoldsmith @CalumSPlath;;"727996047553929218";https://twitter.com/tavole/status/727996047553929218
irenejuliawise;2016-05-05 06:55;1;1;"Also how many of us feel about #ZacGoldsmith 's racist campaign for #London #Mayor . Toxic stew of hatred & insecurity https:// twitter.com/elizabethforma /status/727692197148119040 …";;;#ZacGoldsmith #London #Mayor;"727995130062503936";https://twitter.com/irenejuliawise/status/727995130062503936
no1whisky;2016-05-05 06:55;17;11;"Today is the day that Zac Goldsmith finds out if London wants to have a racist campaigning tax avoider as its Mayor. Don't fancy his chances";;;;"727994966459461632";https://twitter.com/no1whisky/status/727994966459461632
Dee0530;2016-05-05 06:54;0;0;"How is @ZacGoldsmith going to level 'the playing field between black cabs and @Uber ? Loool";;@ZacGoldsmith @Uber;;"727994958213435392";https://twitter.com/Dee0530/status/727994958213435392
SEMITEGO;2016-05-05 06:54;0;0;"BackZac2016 Vote for Zac Goldsmith to keep London working! Tomorrow, Thursday 5th May -Vote for Zac #NextLondonMayor https://www. facebook.com/ZacGoldsmith/v ideos/649414931878615/ …";;;#NextLondonMayor;"727994827011461120";https://twitter.com/SEMITEGO/status/727994827011461120
T4XI2016;2016-05-05 06:51;0;0;"@ZacGoldsmith in a cabmans shelter chatting to @TheLTDA is he shitting his knickers because he knows 30,000 London cabbies are pissed off???";;@ZacGoldsmith @TheLTDA;;"727994174352588800";https://twitter.com/T4XI2016/status/727994174352588800
MilesWParker;2016-05-05 06:51;0;0;"@Drjasonbell @ZacGoldsmith http://www. theguardian.com/uk-news/davehi llblog/2016/jan/10/london-mayor-race-can-zac-goldsmith-catch-sadiq-khan … #likewise #DoYouEvenMakeSense ? You don't spell like you went to Eton?";;@Drjasonbell @ZacGoldsmith;#likewise #DoYouEvenMakeSense;"727994025966448640";https://twitter.com/MilesWParker/status/727994025966448640
RoySayWhatNow;2016-05-05 06:50;0;0;"Not sure I could trust anyone that gets excited over the prospect of Zac Goldsmith as mayor.";;;;"727993942244003840";https://twitter.com/RoySayWhatNow/status/727993942244003840
onlineiggy;2016-05-05 06:50;0;0;"Zac Goldsmith takes to the streets in a 24-hour push to win the London Mayor crown http:// goo.gl/iZWvAH";;;;"727993848757166080";https://twitter.com/onlineiggy/status/727993848757166080
dannywatty;2016-05-05 06:50;0;1;"10 mins till voting day, FUCK ZAC GOLDSMITH";;;;"727993821036957697";https://twitter.com/dannywatty/status/727993821036957697
CalumSPlath;2016-05-05 06:49;24;4;"Financial Times say @ZacGoldsmith 's campaign has been "bleak and lethargic" and "tinged with racism" http://www. ft.com/cms/s/0/c1c271 1a-11e2-11e6-839f-2922947098f0.html#axzz47jK2uCVg …";;@ZacGoldsmith;#axzz47jK2uCVg;"727993605911154688";https://twitter.com/CalumSPlath/status/727993605911154688
MrsMcLordy;2016-05-05 06:49;2;0;"Tory Zac Goldsmith 's campaign van caught in a disabled parking space http://www. mirror.co.uk/news/uk-news/t ory-zac-goldsmiths-campaign-van-7887819#ICID=sharebar_twitter …";;;#ICID;"727993569135472641";https://twitter.com/MrsMcLordy/status/727993569135472641
prodnose;2016-05-05 06:49;125;272;"No idea what a Londoner is anymore. So few of us seem to have stuck around. But this Zac Goldsmith strikes me as a shark. A right careerist.";;;;"727993527280504833";https://twitter.com/prodnose/status/727993527280504833
harryhiraaa;2016-05-05 06:48;0;0;"@Bonn1eGreer Amazing video from @SukhTalks on why @ZacGoldsmith would be a disaster as #LondonMayor2016 #NastyZac https:// youtu.be/jwzsWPLgJ4w";;@Bonn1eGreer @SukhTalks @ZacGoldsmith;#LondonMayor2016 #NastyZac;"727993323097600002";https://twitter.com/harryhiraaa/status/727993323097600002
ShaziaAwan;2016-05-05 06:48;1;1;"@medina_strike @abakaar @sunny_hundal @aishagani @BuzzFeedUK @ZacGoldsmith no morals, feeble, totally unprincipled";;@medina_strike @abakaar @sunny_hundal @aishagani @BuzzFeedUK @ZacGoldsmith;;"727993296144977920";https://twitter.com/ShaziaAwan/status/727993296144977920
HuffPostUKPics;2016-05-05 06:48;1;1;"Zac Goldsmith is being mocked for attempting a milk-round this morning http:// huff.to/1WIDwRH pic.twitter.com/FvmydI4V1Z";;;;"727993222165749760";https://twitter.com/HuffPostUKPics/status/727993222165749760
N1_Angel;2016-05-05 06:47;0;0;"@jimbobgooner @ZacGoldsmith "stick together" there's only a dozen Tories in London";;@jimbobgooner @ZacGoldsmith;;"727993171813249024";https://twitter.com/N1_Angel/status/727993171813249024
GrainneMaguire;2016-05-05 06:47;15;35;"How the heck does Zac Goldsmith find time to run for mayor and edit the London Evening Standard?";;;;"727993059405901824";https://twitter.com/GrainneMaguire/status/727993059405901824
michaellegge;2016-05-05 06:46;0;2;"Bill wrote that joke about London after you voted Zac Goldsmith .";;;;"727992925444050945";https://twitter.com/michaellegge/status/727992925444050945
LYounas;2016-05-05 06:46;0;0;"@ZacGoldsmith best of luck Zac. We are with you.";;@ZacGoldsmith;;"727992911980318722";https://twitter.com/LYounas/status/727992911980318722
loverjinnah;2016-05-05 06:46;0;0;"Stupid PTI man thinks Zac Goldsmith is great because IK supports him. Completely ignores his racist Islamaphobia. https:// twitter.com/RealiteeBytz/s tatus/727991478090346497 …";;;;"727992771966021632";https://twitter.com/loverjinnah/status/727992771966021632
edwinheathcote;2016-05-05 06:45;0;0;"@createstreets @ZacGoldsmith @standardnews @PippaCrerar Just like Boris promised.";;@createstreets @ZacGoldsmith @standardnews @PippaCrerar;;"727992548652941312";https://twitter.com/edwinheathcote/status/727992548652941312
Livlonanprsper;2016-05-05 06:45;0;1;"@Telegraph wow your even using a disingenuous picture of a very very young Non Dom playboy @ZacGoldsmith WTH ! #NastyZac";;@Telegraph @ZacGoldsmith;#NastyZac;"727992505598365696";https://twitter.com/Livlonanprsper/status/727992505598365696
Andrew_Campling;2016-05-05 06:45;0;0;"And business-grade connectivity at speeds of 10Gbps and higher can be ordered for any premises in the borough @ZacGoldsmith @tania_mathias";;@ZacGoldsmith @tania_mathias;;"727992485243437056";https://twitter.com/Andrew_Campling/status/727992485243437056
Drjasonbell;2016-05-05 06:44;0;0;"@MilesWParker @ZacGoldsmith Was you having a last look at what could of been.....? Try and look shocked when you loose.";;@MilesWParker @ZacGoldsmith;;"727992324966461440";https://twitter.com/Drjasonbell/status/727992324966461440
benagain;2016-05-05 06:43;0;2;"Zac Goldsmith is telling me to sell my property because demand is high in my area. pic.twitter.com/BFOV6ySPJq";;;;"727992154069602304";https://twitter.com/benagain/status/727992154069602304
nickw84;2016-05-05 06:43;5;17;"All I'm saying is you know for a fact Zac Goldsmith would sit in an aisle seat when the window seat is available.";;;;"727992051627905025";https://twitter.com/nickw84/status/727992051627905025
